token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59
124,punct,-1.0508298,-0.7384277,-0.72531694,0.62142646,0.04124306,-0.5112296,0.09646626,0.34163743,-0.4835904,-0.08042806,0.73251987,1.0662935,-2.417457,-0.65646416,0.18039735,-0.44109324,1.3905336,0.13780384,-1.8548944,1.3402941,0.5560136,-1.9750236,-0.7218526,1.3687025,-0.47125086,-1.1229482,0.45917478,-1.5445557,0.84080976,0.23304413,0.30880848,-0.10442175,-2.2896254,-0.9630764,0.6030593,1.4357228,-0.29619893,2.6022925,0.063567,-1.3302022,-0.12986594,0.22635035,0.71094674,0.64790803,0.05132604,-1.3039132,0.12461708,-1.096933,-0.8012028,-0.17421131,-1.1578097,-1.3565617,0.48298725,-1.0908598,1.1442322,1.0029501,0.57834405,-1.5554665,0.059690207,0.081557214
125,punct,0.56115395,1.9592733,1.3011972,-0.30570728,-0.09309616,-0.22504754,-0.49057224,1.5861881,-1.6825137,-1.1695858,-0.31505975,-0.34939906,0.35910213,0.85523766,0.9325981,-0.15487292,0.35912204,-0.76986015,-0.95907205,0.2781474,-1.369846,0.6536753,-0.5413743,-1.4335899,-0.35369748,-1.9942393,0.094512515,-1.8365546,-0.4260111,0.4686108,-1.2432206,0.11483558,0.5998938,0.83514786,1.8620055,-0.7202243,1.1189113,-0.23411737,-0.030946955,-1.094849,1.4736216,-0.5903784,-1.1057712,0.9437724,-0.03851781,0.22847669,0.33653966,-0.42730093,-0.59377223,1.1188592,0.93679976,0.51087064,-0.060780935,0.39133018,-0.098438285,1.5163153,1.4518926,0.37346557,-1.5278897,0.5618109
126,punct,0.023202391,-0.7562386,0.9339039,-0.23750344,-0.105028644,-0.051329557,-0.29156822,-0.6745433,-0.5215989,-0.61534506,-0.22242552,0.039353944,0.29173663,-0.28348488,-0.09659072,-0.17511967,-0.34970897,1.2897133,-0.40066576,0.18320888,0.90595394,0.456975,0.16406424,-0.17422986,0.11825787,0.7114543,0.75746787,-0.02667012,-0.17469908,-0.054840498,-0.44004872,0.13027264,0.17162324,0.121520355,0.061357148,0.04076638,0.074451916,0.39049459,0.08877509,0.08237871,-0.5174531,0.31502098,-0.08903676,-0.51340973,0.46073842,-0.18949848,-0.007619543,-0.09139198,-1.1891568,0.47553927,-0.374183,-0.02614205,0.26437107,0.18441918,0.20941313,-0.44844592,0.18240218,-0.20849419,0.14655657,0.5367631
127,punct,-3.8759167,2.3725364,1.181096,-2.105844,4.316647,-0.111209534,0.9649997,0.3439135,0.019783573,0.75741553,2.651594,0.32358935,-2.858719,0.1346182,-0.17691977,0.31544483,-1.0231966,2.083406,0.68691295,-1.7658845,-3.7382762,0.84813815,-0.43879026,-1.6298598,0.2683994,0.34737793,0.20838228,1.1642985,-0.16343378,-1.0276623,0.08143716,0.24653353,0.18044893,0.4387431,0.13695422,0.052595,0.1863563,0.592755,0.28323507,0.6093561,5.57697,0.9309115,-0.54861355,1.3252605,-2.2540984,-0.46615368,1.0235893,-2.0758464,-2.1022527,-2.0692549,-0.21103942,-0.08589754,0.20244695,0.35216963,0.7593267,-0.02786193,0.16988975,0.48511705,-0.23633327,0.61812395
128,punct,-0.23567486,0.10322361,0.048457265,0.65156806,0.72709864,-0.25433728,0.7026548,0.06224941,-0.521952,-0.28319827,0.3487892,0.24925211,0.11291602,-0.34041306,0.0122493515,-0.18217504,-0.29063916,0.14626399,-0.34783062,-0.078933,-0.20563835,0.036153182,-0.1420344,-0.19603808,0.20658454,0.002011516,-0.2538016,0.32092378,0.1816991,-0.4054962,-0.024296269,0.006754667,0.03850287,-0.025001775,-0.024167802,0.01524131,-0.06496923,0.19878227,-0.03175838,-0.023838926,-0.061766263,-0.1756917,0.009398934,0.3776296,-0.58648264,0.22040556,0.067001246,-0.1812598,0.09065044,-0.20231937,0.09252251,0.07547896,0.11683172,0.026658777,0.056944273,0.12469938,-0.200181,-0.21491992,0.0483019,0.2957408
129,punct,-0.8758483,0.012417333,-0.052906748,0.34864286,0.6625897,-0.06379513,0.40032333,-0.3913286,-0.39784193,0.7153973,0.5314986,0.201808,-0.05096805,-0.44767275,0.8125994,-0.077061914,0.20948654,0.3327123,-0.13777915,-0.44705763,-0.59475917,0.41145012,-0.46559265,-0.089626566,0.06990302,0.13075161,0.22088262,-0.0016724439,0.33219644,-0.5867154,0.00015211446,-0.005460849,0.05766636,-0.0060617346,-0.028909637,0.05011343,-0.079018004,0.17576934,0.10200951,0.063396595,-0.2654851,-0.17153616,0.19174765,0.45289922,-0.6765383,0.08795934,0.16916415,-0.5236243,-0.17433943,-0.699186,-0.04773679,-0.2006684,-0.09590185,-0.055149022,0.22836553,-0.13481833,-0.5021426,-0.45933208,0.067553945,0.5056228
130,punct,-1.4908111,6.2884126,0.9571215,-1.0541582,3.134385,-0.88079745,1.6934705,1.5083042,-1.8007663,-8.810472,-0.09704387,1.1318806,0.07339638,-0.31963974,0.44690248,-0.5715925,-0.122631066,1.3847487,-0.44218066,-1.3058743,0.540009,1.850989,-1.057565,1.0601209,0.27022982,0.31763634,-1.5476204,-1.7017931,-0.5643243,-0.36014795,0.40824386,-0.012743511,0.1554456,0.054421745,0.12185204,-0.11872765,0.17394577,0.10425057,-0.24061583,-0.18448368,7.8099127,0.1205455,-8.825125,1.7967461,-0.51285696,-1.4691634,-1.0750026,-2.0858111,-3.8092895,1.3121899,-0.14228009,-0.23631991,0.78293633,0.0390201,0.33229998,0.37470058,0.016513351,0.6752709,0.38124982,0.42834902
131,punct,-2.4364178,-1.2232479,2.8223727,2.5925322,0.046398696,-0.47567275,0.19856976,1.0696952,-7.6946917,0.61935824,-0.3855919,2.5642266,1.4220119,-0.7922133,4.825458,-0.3764412,-2.0277731,3.7645857,2.9525282,-1.9473181,1.5711102,-0.7191424,3.6343546,0.7750076,1.4340382,3.5235043,-4.146344,2.1197093,4.98808,0.25024822,0.8517755,0.43317035,0.30441752,0.7943591,0.4311732,-1.2416679,0.15750647,0.33601278,-1.0462633,-0.84895974,-3.0537422,-7.800458,-3.866486,-0.78592926,-1.8732864,-0.73888516,1.5326374,-1.667289,4.74642,-0.5058556,0.3161749,-1.2394596,-0.32758978,-0.113040656,0.060404923,2.4144745,-0.4543705,-0.05016018,-1.2099655,0.7351263
132,punct,-2.3673506,2.359529,-2.9237835,-3.9115005,2.5972567,0.48215878,-1.5707667,-0.28695947,-3.223196,2.4243093,3.1718872,3.327736,-0.48030978,-1.3185618,-3.650117,-0.91779095,5.694804,0.17073308,-1.0567688,0.95620584,-2.4998565,0.8875109,-4.9247117,-4.0468273,1.8569437,1.4643172,0.62535864,1.8344415,3.444672,-1.6919696,0.5794074,-0.31878805,0.14722876,-0.386264,0.13041818,1.4358661,0.1398635,0.47147268,0.38068074,0.77320075,4.8417954,-4.229562,0.6400818,1.7371167,-0.71298474,-1.5070752,1.2197696,-2.9397945,1.7704401,-3.0693786,-0.2624748,-0.22572199,-0.30134067,2.3282588,0.3829753,-0.00838706,-0.30464396,-1.3706443,-0.3974114,0.74844563
133,punct,-1.4706714,0.45922643,-0.5150008,2.530375,0.49818084,0.0559865,0.36843124,-1.0312859,-3.2304878,0.29546952,-0.22641334,0.26380184,0.34095505,-0.55818415,0.62456894,-0.5647068,1.2233857,1.0964527,-1.8210095,0.9103776,-1.3577173,1.5922458,-1.9656628,0.9494556,1.158774,0.6725576,-0.95405155,1.0366772,0.06000921,-0.765535,0.2372446,0.2682503,0.009297947,0.024700124,-0.14617825,0.0461891,0.023372157,0.68657553,-0.06704562,-0.102805056,-1.8657972,-0.6959501,0.044233456,-0.094447345,0.061220054,-0.22542574,1.3591615,-0.56937426,-0.09930074,-1.4895811,-0.89745355,0.12663285,0.6059539,0.11205982,-0.44514638,0.9473367,-0.06607792,-1.7840481,-0.16964832,0.41257784
134,punct,-0.47488376,0.5363685,-0.11328093,1.0211264,0.5696779,-0.9859973,1.3253987,0.99504447,-2.1260183,-0.4781564,-0.14946291,1.7442762,0.99312,-0.35990858,0.3742859,-0.48222595,1.6890609,0.3750923,0.019285344,-0.06979919,0.15912357,-1.5780624,-1.0546682,0.8964804,-0.08192367,0.6440369,-0.37495685,-0.21902677,0.024211688,-0.37117583,-0.017713206,0.048495468,0.0063607763,0.017039567,-0.017170133,-0.0066624973,-0.23191029,0.3233289,-0.26308915,0.0040531694,0.6806091,0.100054115,-0.21104582,-0.35095572,-0.5327541,0.6071464,0.30194464,-1.1664606,-0.42161,0.38310406,-0.6759509,0.059247993,0.14206831,-0.15734634,-0.20830378,0.26500362,-0.5603952,-0.49242094,-0.084364206,0.5327301
135,punct,-0.9900723,-0.0846347,0.091789454,1.3809247,1.8637261,-0.3276353,0.350052,0.42631015,-2.5436535,-0.104882404,0.016810963,1.0995452,-0.22025092,0.4005918,-0.3868335,-0.8679497,3.8706524,0.3695809,-0.42677027,0.78299826,-0.7950567,0.39978164,0.23627317,0.01776637,1.1428858,0.6461328,0.3044722,-0.22142012,-2.6534324,-0.24293637,0.25836146,-0.16363834,-0.05031929,0.1318941,0.04371133,0.006859581,0.036035217,0.9847661,-0.10666036,0.18144958,-0.3062159,-0.072195046,-0.22715238,-0.7751556,-0.6317922,0.9211046,-0.5426395,-0.55100095,0.3453114,-2.079631,0.13056992,-0.1611979,0.35649118,1.6605405,-0.25532824,0.29083395,-0.6465555,-0.95165795,0.23598953,0.35033387
136,punct,-0.17454562,0.13955013,-0.0101149175,-1.1265218,0.09007412,-0.05057771,0.3567837,-0.06542305,0.044777878,0.1390683,0.097549535,-0.035761382,-0.024609266,-0.05081984,-0.11230004,0.21045233,0.9456548,0.24084273,-0.005405678,0.007350919,0.016933842,0.07216133,-0.010227199,-0.013923487,0.025604319,0.08632595,0.0013107716,0.0043788003,-0.7238887,-0.05033926,0.026317865,0.031591956,0.069627725,0.0469947,0.044530664,0.055818595,0.05003904,0.10144314,0.043967906,-0.013070901,0.52811587,0.07095742,-0.1939283,0.0770066,-0.12665762,-0.029933048,0.015937764,0.023880847,0.10823364,0.2143426,0.26340547,-0.18296206,0.04753133,0.037300967,-0.18088782,0.3109567,0.054337833,0.24737906,-0.0022750765,1.1168449
137,punct,0.16895348,-0.022322988,0.8653216,0.21104993,0.06334344,-0.31767967,0.24665354,-0.15286556,-0.25411814,0.053011622,0.16637117,0.20737804,0.33699155,-0.23300523,-0.049243927,0.16947217,0.8137178,0.059840873,0.2006963,-0.04952987,0.0054393467,0.24566941,0.06516378,-0.08605965,-0.20957598,0.47956225,-0.4197741,0.10541784,0.42108145,-0.6810978,-0.016445886,-0.043321043,-0.009038241,-0.027538097,-0.030096589,-0.061432287,0.093739495,0.033031438,0.0017616361,-0.052601717,1.1878088,0.12380135,-0.9716658,-0.1905259,0.14411567,-0.2934355,0.12052806,-0.051228892,-0.19634764,0.08296863,-0.057017032,0.066730246,-0.14318174,-0.036995374,-0.09438337,-0.09930562,-0.114409305,-0.13258655,0.05647776,-0.041069657
138,punct,-9.970543,3.3878973,-3.275943,18.895512,6.3296747,-4.615909,0.40947267,2.964126,-14.354096,3.6669886,2.4957514,8.326513,-5.7199025,-2.6713598,-3.8324296,-5.608118,-10.777713,1.8908676,-1.60921,-0.72557676,-2.029567,4.9157186,-6.237342,-6.9289565,2.1565304,2.5495732,3.2293646,2.2164798,2.666202,-3.9035287,2.3227036,2.807294,0.3499329,-0.19250332,-0.3131622,5.4208884,-2.4026575,2.0576823,-3.2995632,5.397707,3.7393022,-3.0726898,2.0214844,-2.502579,-6.9226975,-2.2196844,5.759792,-0.17202061,-3.6001883,-5.9504704,-4.366592,0.9295867,-4.265654,-0.3814923,-0.0036133374,2.0226443,-2.7501578,0.020521307,-2.248045,2.5589023
139,punct,-7.564015,7.7517076,1.52977,-5.2404947,7.993386,-0.5746088,6.6127872,-0.18463188,-10.066385,-3.421316,3.1495948,2.7696571,1.9234096,2.8883362,7.870938,-2.341827,-4.6340537,11.243813,-6.449105,2.0135367,1.9463916,0.9262485,4.6206956,-6.516439,4.346795,7.9768753,3.1837347,1.9266987,5.791778,-2.9388907,1.1988451,-1.2633348,4.4044123,-1.6495068,3.4183083,3.6516337,4.4225826,4.028298,-5.2928934,3.5225499,5.1681895,-1.7452905,-2.7537668,4.4719577,-10.9103365,3.8166466,-0.031950023,-8.394905,7.024725,-8.255233,1.7157995,-1.5574139,2.3534656,3.1543605,3.2538626,0.60220534,-1.7999505,-0.7621843,-5.2264824,2.1328902
140,punct,-1.9791619,0.8827601,1.5888612,0.99276984,4.9107366,-2.8210654,1.0027741,2.7511768,-1.720977,-0.73400265,1.5612147,2.2436986,-0.1981484,0.92834383,3.7573433,-1.4964256,-2.187723,2.5095646,1.5979388,-0.36841008,0.55012023,-0.24498272,-2.0397797,-0.29727086,-0.42058307,0.5896411,1.0739436,1.8081337,-0.53837013,0.021893555,-0.112909906,0.057956524,-0.10133275,-0.73922175,-0.24159223,1.7083735,1.2801898,-0.26586914,-0.7972095,-0.28423217,-1.7733005,-1.0339761,-2.4818408,-1.2528186,-2.3153148,1.889381,-0.107158676,-2.0952141,2.6257772,-0.55890083,0.20866424,-0.091805,0.22414945,1.6067969,2.0121531,-0.48741806,1.6958015,0.3773583,0.8108221,0.36530304
141,punct,-0.003280167,0.22069247,0.07720835,0.35603097,0.19302845,-0.4117211,-0.09969003,-0.04363159,0.20842783,-0.09365241,-1.006042,-0.68781984,-0.15242583,-0.044690985,-0.26531532,-0.032916937,0.1881812,0.1854507,0.022043712,-0.1516567,-0.005050681,0.0049549346,0.0735921,-0.18152729,0.033990994,-0.049671263,-0.15626761,0.23663178,0.14848249,0.6977997,0.086732626,0.073548414,0.13931364,0.1304625,0.07963105,0.09959064,0.09617692,0.303059,0.09896862,0.06287344,0.4014897,-0.08085119,0.0935255,0.05094263,-0.15821712,-0.025769828,-0.077844724,0.32304028,0.15599456,0.10851236,0.93423235,-0.100806125,0.34470206,0.15500563,0.15295604,0.14332181,0.104371846,0.29569402,-0.18172301,1.4216683
142,punct,0.35236543,0.11687821,0.88001823,2.403209,1.0356194,-0.6555215,1.118283,0.3289963,-0.61683893,0.57930136,0.44052222,-0.1843282,-0.012189473,-0.468775,0.049382344,-1.4366032,0.1225254,0.47790593,0.2407292,0.20067821,-0.8585477,1.0824008,-0.10685581,-0.3901084,0.24507515,0.06191244,0.6158952,0.50459117,-1.0402405,-1.2426797,0.18211457,0.1685309,-0.06651118,-0.24742478,0.08083324,0.14044508,0.024100665,-0.06833078,-0.19193895,-0.17619435,-0.19977099,0.17942715,-0.9659774,0.1313364,-0.83568275,0.73771244,-0.7144922,0.99252117,-0.92009175,-0.7197046,-0.17219603,-0.2395418,-0.1485815,0.31178412,0.065578006,0.06339958,0.26453573,0.1245789,0.07763084,0.28790963
143,punct,-0.72063243,0.05304447,0.55705345,0.59675217,0.6187377,-0.28854847,0.11242215,0.39454415,-0.2104621,1.1705371,0.51387846,-0.4129601,-0.1642706,-0.0071376134,-0.33741707,0.07800137,-0.31451014,0.15994573,-0.17513047,0.5734776,-0.38990366,-0.37175545,0.3965947,-0.36505678,0.62014675,0.06901483,0.36961287,-0.3322753,-0.3590199,-0.41647696,0.07940071,0.20904799,0.16006741,0.19248657,0.36840734,0.3535681,0.24281359,0.25255334,-0.07533295,0.09974138,-0.49161324,0.664606,-1.1552211,-0.6127208,-0.50990397,0.6660704,0.65913945,0.33240268,-0.08376025,-0.055107277,0.023397015,-0.081204645,0.10911764,0.25348938,-0.13192235,0.03723938,-0.10456664,-0.41951814,0.25541607,-0.1298059
144,punct,-0.33586994,0.25585118,0.08255746,-1.1658354,0.7118801,0.115118146,0.099110566,0.21178252,0.0051455456,0.15848094,1.0271419,0.18555099,0.22863199,-0.0010846067,-0.19621636,0.21534444,0.40443617,0.5192316,0.58514804,-0.10204678,0.21670158,0.26705605,0.026944846,0.35451883,0.39377022,0.123763755,0.22192271,0.015285827,-0.774429,0.24156946,0.19639486,0.18983044,0.22745956,0.1990002,0.19064483,0.21991253,0.21023384,0.3438292,0.19235715,0.19139221,2.1748183,0.29742515,0.23061576,0.18642116,0.299429,0.17615092,0.22458632,0.5213042,-0.01846269,-0.20848368,0.29936343,0.21488751,0.35226306,0.22229028,0.17921476,0.32933992,0.186978,0.49586508,0.7032598,1.3959376
145,punct,-0.3764635,0.15310393,0.17533812,0.11719259,0.875523,-0.48929468,0.47784293,0.36894843,-0.32816333,0.5040068,0.57740027,0.7589513,-0.15466139,1.2591124,-0.21879786,0.29204956,-0.3851928,0.28943115,0.26423442,-0.022297516,-0.19423428,-0.01811599,0.13086374,0.07238315,0.09664034,0.328589,-0.29658222,-0.18069354,-0.4048088,-0.25794986,-0.0036184608,0.11568964,0.17369366,0.08980793,0.080034845,0.17731123,0.090712875,0.24898306,0.05208745,0.074837275,1.2135478,-0.07899174,-0.3937518,-0.30530167,-0.5210939,0.047374733,0.649125,-0.32217222,-0.25847846,-0.9191976,0.032232575,0.051014103,0.18068522,0.435317,0.12541254,-0.15184388,-0.3761048,-0.089445785,0.05643694,1.0722598
146,punct,-0.6128865,0.13720623,0.01875083,0.32623428,1.1226182,-0.39204353,0.44532588,0.095859684,-0.31368244,0.35120022,0.46913964,0.14248194,-0.24087937,0.054014076,0.04019547,0.12081699,-0.305522,0.27972615,0.55435425,-0.18796962,0.26668593,0.09359307,0.31096357,0.1751491,0.07508975,0.31520307,-0.08196813,0.16286527,-0.5295594,-0.40758237,0.1254149,0.20550345,0.15296406,0.09209099,0.12201953,0.12815385,0.10680141,0.23965432,0.11845495,0.12874494,0.16164204,0.16284399,-0.36134732,-0.29390115,-0.43032944,0.683166,-0.33753136,-0.14243533,-0.07645369,-0.20140216,-0.29555824,0.113187715,0.09714958,0.2891145,0.16128902,-0.014866522,-0.2906962,0.0011474871,0.1349716,0.35727534
147,punct,-0.123871855,0.38169903,-0.19090448,0.7694083,0.9174635,-0.14231439,0.1335537,-0.019619357,0.14795555,0.1502578,-0.38797134,0.38360792,-0.24166489,0.1578549,0.0965779,-0.030032907,0.045909368,0.34188336,-0.6610508,-0.277524,-0.23489104,-0.18727577,-0.034062076,-0.28264377,-0.20455456,0.00817691,-0.090765595,-0.49835342,-0.16497453,-0.035501577,-0.039581753,0.04377845,0.03054528,0.044257447,0.013027951,-0.013283902,0.031072283,0.15570794,-0.009782426,0.014291359,0.56385684,0.045811314,-0.49688214,0.62655216,-0.18314812,0.45385143,-0.06395814,-0.0016369313,0.29144284,-0.43479505,0.022285951,-0.022591637,-0.09798723,0.07178207,0.030733766,0.021508386,-0.054609526,0.10194357,0.07699307,0.6488718
148,punct,-0.5810327,-0.5841695,1.3171735,-0.9982179,1.6216043,-1.7425758,-0.9808389,0.16720669,-1.1986706,2.868158,-0.60073286,0.07836235,-0.99138224,0.7357606,-1.101483,0.122034565,0.4449475,-0.3639921,0.528984,0.18991525,1.6481259,2.4550035,-2.5646048,-0.07354691,1.7161239,0.31139848,-1.7504969,0.69461703,0.83416295,-0.35148913,-0.23480861,0.10691207,0.16838041,-0.4612848,0.075177856,0.18991204,0.2809644,0.32899693,-0.12990923,0.25626707,1.2012208,0.5930517,0.07054102,-0.96626747,-1.2111113,1.011994,0.26640776,-0.11416241,-2.549449,0.15439357,-2.0541096,1.8743615,-0.085977614,0.37391582,0.37087786,-0.22729056,-0.16853388,-0.2784551,-0.24763387,0.74497366
149,punct,-0.11773651,0.111119926,0.16994357,-0.89548934,0.2697767,-0.30072552,-0.11882827,-0.04122403,-0.34117678,-0.7676275,0.25669965,0.45601177,0.17339115,0.17408411,0.28381118,-0.06799377,0.5028709,0.41132948,-0.37579858,-0.2447109,-0.16392697,0.5776861,-0.090960644,-0.24828544,0.2356051,-0.28660694,-0.07475149,-0.08067024,-0.13568743,-0.04050474,0.18053126,0.12692253,0.16231771,0.11867041,0.12312672,0.18073508,0.07751243,0.34301084,0.13665755,0.08624127,-0.28052098,-0.11462298,-0.07302376,0.38400882,-0.50374895,0.44094068,0.29804087,-0.30309832,0.014088707,-0.24534975,0.10676383,-0.03502473,0.07972724,-0.17756921,0.14670326,0.31254238,-0.11676644,-0.10000071,0.17300783,0.8604335
150,punct,-0.6195029,-0.21783422,-0.11392284,-0.02111825,1.0125811,-0.20178899,0.25993213,0.06049386,-0.3941865,0.30731332,0.32693142,0.41140646,0.060330115,0.41015083,-0.38919345,0.26244026,-0.4134335,-0.13395767,-0.46413594,-0.4965661,0.31306413,-0.08346776,0.15562616,-0.057537656,0.018923892,-0.046792988,-0.19157903,0.23763284,0.17557164,-0.7898351,-0.18911996,-0.11595936,-0.18917102,-0.15242237,-0.1797347,-0.25057986,-0.5230979,-0.018621562,-0.103626296,-0.12668967,-0.2470882,0.32889503,0.63979024,-0.19461413,-0.46748027,-0.06416486,-0.6459621,-0.39141628,-0.16842414,-0.14836365,-0.18968527,0.11761055,0.34533077,-0.19275549,0.24977826,-0.12381721,-0.033793993,-0.36064112,0.40851226,0.8398716
151,punct,-0.5491535,0.53689706,0.5208883,0.41166538,0.024784954,0.3752948,-0.2578361,-0.42188963,-0.36308804,0.53076905,0.55750465,-0.072066665,-0.058696125,0.08910527,0.7486601,-0.2791257,0.50043184,0.75266445,0.12304475,-0.07238678,-0.37549356,-0.19735739,0.25031173,-0.067491055,-0.038051337,0.13951805,-0.6556129,-0.23412803,0.046383496,-0.14668007,0.40617585,0.065899625,0.26451728,0.2648992,0.2341352,0.51272035,0.27828297,0.3846462,0.18641344,0.3678119,-0.09032761,-0.25999928,0.39380437,0.2724197,-0.85099536,0.23777631,-0.17291641,-0.34257212,0.07269444,-0.09824335,0.46833628,-0.09142333,0.19146323,-0.15475298,0.06985878,0.59157956,0.20200661,-0.149284,0.41001177,0.371646
152,punct,-1.15239,-0.088299595,-0.08204807,0.5160921,-0.47957534,-1.1495306,0.062171176,0.7850552,0.13043787,1.0921453,0.64966387,-0.42929977,-0.69774383,-0.20017688,-0.76523364,-0.34307107,0.2552713,0.9680602,0.85936856,0.6796695,0.16640475,1.4243361,0.49202067,0.37067646,1.0802397,0.6175369,0.42747766,-0.7776983,-1.1252652,-0.7419438,-0.7853299,-0.09069769,0.59173685,-0.2862673,0.9091999,0.8151776,-0.759161,0.2297499,-0.30087078,0.8375424,1.1288981,-0.11554922,0.79307926,-0.75224584,-0.1392646,0.6660824,0.14188144,-0.7038805,-0.006707941,0.53849256,-0.21319947,-0.87672395,-0.82699984,0.16364256,0.2260661,0.5541384,-0.19658494,-0.4919824,-0.34448498,-0.023095468
153,punct,-0.3940521,1.4186213,0.44580415,1.3178967,-0.33381924,1.1788949,0.8691978,0.49449244,-0.03717574,-0.7843495,-1.4557643,-0.16309984,-0.9813307,0.22298948,-1.3235469,0.6945159,-0.049662888,-0.07978784,0.9649385,-0.5415789,1.2075725,0.3870461,0.4944874,-0.611316,-1.7505283,-0.24274501,-0.4965157,-0.9731401,-0.34150007,-1.7888495,-1.0753554,0.2844351,-0.43949786,0.82776576,0.5071553,-0.42935705,0.12003436,-1.0423783,-0.4403903,-0.8167024,0.92419136,-0.08211773,1.2651119,1.8862851,-0.21371068,-0.6550221,0.1858524,-0.15178199,0.23915102,-0.09352841,0.7577232,-1.4755545,-0.58264315,0.4428379,-2.5959406,0.5481711,0.5759946,-0.46403453,-2.1710525,-0.7376231
154,punct,-0.30880642,0.45686403,0.4830693,0.11301913,-2.464603,-0.3332968,0.91434145,0.52239454,-1.0712389,-0.81259674,-1.3753107,-0.8587249,-3.587254,0.08296681,0.022838447,0.6920224,1.9332523,-0.22709757,-2.5386362,-0.14502639,2.4784024,0.74088717,0.8167029,0.8667613,-0.88821346,-1.066938,0.27509496,-0.19806658,-0.77264017,-1.4190603,-0.027279686,-0.91893977,-2.1975834,-0.07134211,0.85334414,-1.6741122,0.367745,-0.32744768,-0.93841475,0.8489779,0.90637374,-1.8417531,2.8284051,-0.20988517,0.029071268,-0.28724092,1.7526333,1.105714,-0.31721014,0.5853942,0.8459219,-1.0902544,1.6293511,-1.5088648,0.8305022,-2.5640206,1.2610425,-0.028921915,-0.46009123,0.10365032
155,punct,0.99975544,-1.4419523,0.9567881,0.12944524,-0.77534497,-1.5511051,0.5095857,0.115996346,-2.3871882,0.6836315,1.184692,2.7870758,-0.44797105,-0.91242254,2.1374953,-1.3196422,1.7891088,-0.71206594,0.28028172,-0.23335232,-0.1745185,-1.9380074,-0.55154747,2.0053763,0.053953398,0.046759427,-1.0795017,-1.6914506,0.57711256,-0.004096995,0.71948004,-0.35942557,1.0487114,-0.13285139,1.1008109,0.78079295,-0.9671106,-0.119908445,0.69844425,0.8565064,-0.122147426,-0.28391194,2.2570739,1.766424,0.66214573,-0.1418463,2.8410723,-0.18017986,1.6298908,0.3465913,0.43021017,-0.8726882,0.39901423,0.5597775,-2.730994,0.13639921,0.6983421,-0.6595661,-0.31456164,0.021262972
156,punct,-0.21783349,-0.123460904,0.20309955,-0.6514786,0.16918933,-0.27672467,0.0630749,-0.1307508,-0.5117532,1.1269586,0.14697547,0.50776917,-0.10937036,0.120416515,-0.87869495,0.045405522,-0.023470001,1.0312732,0.045465067,0.108298555,-0.0544469,0.101253025,-0.28160894,0.00211405,-0.023997752,0.14713885,0.10274518,0.20405714,-0.292593,-0.2567344,0.12475428,0.07593213,0.07198795,0.043929745,0.09737759,0.123270094,0.10299223,0.13050464,0.08965884,0.095061906,1.1393749,0.041686352,-0.2014151,0.18495719,0.14602774,-0.17988892,-0.052983314,-0.36731565,-0.15427813,-0.38290662,0.04700941,0.34700146,0.14327025,0.17207883,0.123005725,0.076905474,-0.16310586,0.16951679,0.09811143,0.7024958
157,punct,-0.54640657,-0.20945553,0.09468766,0.053350803,0.30771065,-0.5011843,0.5189947,-0.032528006,-2.222994,-0.24646671,0.051924318,0.3933537,0.98152876,0.42585638,0.05800502,-0.2817428,1.0841327,0.39070612,-0.19201125,-0.57375145,-0.057133663,-0.12342842,-0.41287607,0.021260817,0.9552354,0.44277072,-0.39018717,0.091187485,0.23592511,-0.33801645,-0.019641304,-0.023902569,0.00014760692,-0.35239556,-0.028659416,0.044649325,-0.21333024,-0.15348482,-0.016079044,-0.070104115,0.115862034,-0.06822084,0.08885836,0.31731814,-0.80549794,-0.7543796,0.50822896,-0.19742562,0.13996576,-0.4150943,0.15947105,-0.11882568,0.50338846,0.53485864,-0.08049539,0.17555697,-0.0068854503,-0.6619789,-0.12060851,0.29713166
158,punct,-0.30122986,0.19460683,0.21993457,-0.3310911,0.32355896,0.15407997,0.33133033,0.037181616,-0.3083175,0.29637054,0.3210171,1.0389829,0.2505583,0.13326922,0.208766,-0.100066625,-0.004658471,0.33436757,-0.12961051,-0.21071099,-0.043633908,0.24398702,-0.1414407,-0.06766949,0.17769271,-0.04246455,-0.25627938,0.16791248,0.16990505,-0.66346246,0.13039884,0.13588457,0.2000381,0.19115755,0.042680584,0.21273197,0.07066476,0.35001016,0.15902238,0.11758121,-0.53191584,0.13933595,0.068061605,0.02164985,-0.17173244,-0.038070846,0.01313724,-0.108167425,0.022872461,-0.19810748,-0.15849741,-0.23464154,0.07298555,0.11972046,0.014200549,0.1305155,-0.15133987,-0.09770442,0.17470075,1.160195
